Date,Year,Artist / Project,City,Venue,Country,Section,Position,Song,Counts as Song,Setlist Status,Source URL
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,12,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,13,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,14,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,15,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,16,Cut,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Mainset,17,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 1,1,Untitled,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 2,1,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 2,2,Like Cockatoos,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 2,3,Prayers For Rain,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 3,1,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 3,2,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 3,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-08-23,1998,The Cure,Brno,Velodrom,Czech Republic,Encore 3,4,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-08-23.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,1,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,2,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,3,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,4,Lovesong,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,5,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,6,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,7,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-09-19,1998,The Cure,Saint-Tropez,Cafe de la Plage,France,Mainset,8,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-09-19.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,1,Shake Dog Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,2,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,3,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,4,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,5,Trust,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,6,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,7,Lullaby,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,8,Close To Me,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,9,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,10,Never Enough,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,11,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,12,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,13,Shiver And Shake,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Mainset,14,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 1,1,Lovesong,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 1,2,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 1,3,Why Can't I Be You?,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 2,1,Friday I'm In Love,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 2,2,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 2,3,10.15 Saturday Night,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1998-10-11,1998,The Cure,London,The Forum,England,Encore 2,4,Killing An Arab,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1998-10-11.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,1,Out Of This World,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,2,Want,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,3,Club America,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,4,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,5,Just Like Heaven,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,6,The Last Day Of Summer,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,7,In Between Days,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,8,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,9,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,10,Boys Don't Cry,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,11,Bloodflowers,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
1999-10-19,1999,The Cure,New York City,Sony Music Studios,USA/NY,Mainset,12,Wrong Number,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/1999-10-19.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,1,Out Of This World,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,2,Watching Me Fall,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,3,Want,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,4,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,5,The Last Day Of Summer,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,6,Maybe Someday,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,7,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,8,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,9,39,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,10,Prayers For Rain,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,11,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Mainset,12,Bloodflowers,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Encore 1,1,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Encore 1,2,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Encore 2,1,The Figurehead,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-01,2000,The Cure,Hamburg,Markthalle,Germany,Encore 2,2,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-01.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,1,Out Of This World,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,2,Watching Me Fall,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,3,Want,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,4,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,5,The Last Day Of Summer,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,6,Maybe Someday,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,7,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,8,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,9,39,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,10,Prayers For Rain,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,11,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Mainset,12,Bloodflowers,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Encore 1,1,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Encore 1,2,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Encore 2,1,The Figurehead,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-03,2000,The Cure,Brussel / Bruxelles,Ancienne Belgique,Belgium,Encore 2,2,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-03.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,1,Let's Go To Bed,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,2,The Lovecats,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,3,Lovesong,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,4,Homesick,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,5,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,6,All Cats Are Grey,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,7,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,8,Homesick,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,9,Trust,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,10,Plainsong,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,11,A Night Like This,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,12,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,13,Charlotte Sometimes,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-04,2000,The Cure,Brussel / Bruxelles,Hotel Conrad,Belgium,Mainset,14,Untitled,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-04.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,1,Out Of This World,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,2,Watching Me Fall,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,3,Want,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,4,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,5,The Last Day Of Summer,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,6,Maybe Someday,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,7,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,8,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,9,39,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,10,Prayers For Rain,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,11,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Mainset,12,Bloodflowers,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Encore 1,1,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Encore 1,2,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Encore 2,1,The Figurehead,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-07,2000,The Cure,Paris,Arche de la Defense,France,Encore 2,2,Disintegration,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-07.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,1,Out Of This World,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,2,Watching Me Fall,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,3,Want,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,4,Fascination Street,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,5,The Last Day Of Summer,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,6,Maybe Someday,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,7,From The Edge Of The Deep Green Sea,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,8,If Only Tonight We Could Sleep,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,9,39,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,10,Prayers For Rain,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,11,One Hundred Years,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Mainset,12,Bloodflowers,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Encore 1,1,A Strange Day,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Encore 1,2,A Forest,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
2000-02-09,2000,The Cure,London,Astoria,England,Encore 2,1,The Figurehead,Yes,Unconfirmed,https://www.cure-concerts.de/concerts/2000-02-09.php
